AccountKey,AccountID,CustomerKey,ProductKey,AccountCategory,OpenDate,Status,OpeningBalance,HomeBranchKey
6299,ACCT00006299,2318,2,Deposit,2021-01-02,Active,16268.64,27
6300,ACCT00006300,2318,8,Lending,2021-07-27,Active,58786.15,27
6301,ACCT00006301,2319,3,Deposit,2023-05-10,Active,3253.2,11
6302,ACCT00006302,2319,9,Lending,2023-09-14,Active,57458.77,11
6303,ACCT00006303,2320,3,Deposit,2019-01-06,Active,7067.61,19
6304,ACCT00006304,2320,1,Deposit,2019-04-27,Active,34917.85,19
6305,ACCT00006305,2320,1,Deposit,2019-04-18,Active,7094.74,19
6306,ACCT00006306,2321,4,Deposit,2024-07-25,Active,118514.62,13
6307,ACCT00006307,2322,1,Deposit,2022-01-21,Active,2095.39,33
6308,ACCT00006308,2322,4,Deposit,2022-12-05,Active,2167.77,33
6309,ACCT00006309,2322,4,Deposit,2022-09-27,Active,2340.07,33
6310,ACCT00006310,2323,1,Deposit,2017-02-23,Dormant,248.42,25
6311,ACCT00006311,2323,5,Deposit,2017-12-19,Active,8651.48,25
6312,ACCT00006312,2324,3,Deposit,2021-02-14,Active,9713.95,18
6313,ACCT00006313,2324,1,Deposit,2021-12-22,Active,8131.54,18
6314,ACCT00006314,2324,3,Deposit,2021-03-20,Active,113054.29,18
6315,ACCT00006315,2325,3,Deposit,2017-04-15,Active,2173.93,37
6316,ACCT00006316,2325,3,Deposit,2017-09-23,Dormant,16941.8,37
6317,ACCT00006317,2326,4,Deposit,2024-10-05,Active,4196.66,33
6318,ACCT00006318,2326,2,Deposit,2024-01-19,Active,28414.63,33
6319,ACCT00006319,2326,11,Lending,2024-12-05,Active,22661.27,33
6320,ACCT00006320,2326,8,Lending,2024-09-01,Active,131979.32,33
6321,ACCT00006321,2327,1,Deposit,2023-01-13,Active,23075.28,34
6322,ACCT00006322,2327,5,Deposit,2023-10-17,Active,2532.16,34
6323,ACCT00006323,2327,12,Lending,2023-12-27,Active,3354.11,34
6324,ACCT00006324,2327,12,Lending,2023-10-20,Active,16099.1,34
6325,ACCT00006325,2328,4,Deposit,2019-07-21,Active,4375.32,18
6326,ACCT00006326,2328,4,Deposit,2019-08-04,Active,2014.65,18
6327,ACCT00006327,2328,4,Deposit,2019-02-03,Active,2246.51,18
6328,ACCT00006328,2329,3,Deposit,2016-08-25,Active,6292.35,3
6329,ACCT00006329,2329,2,Deposit,2016-03-15,Active,5471.62,3
6330,ACCT00006330,2329,6,Lending,2016-02-04,Active,8770.77,3
6331,ACCT00006331,2330,5,Deposit,2018-02-22,Active,3532.42,10
6332,ACCT00006332,2330,4,Deposit,2018-12-19,Active,15327.25,10
6333,ACCT00006333,2330,1,Deposit,2018-10-11,Active,34561.67,10
6334,ACCT00006334,2331,2,Deposit,2017-04-17,Active,8643.14,16
6335,ACCT00006335,2331,1,Deposit,2017-08-27,Active,2218.64,16
6336,ACCT00006336,2331,2,Deposit,2017-04-25,Active,6862.67,16
6337,ACCT00006337,2331,10,Lending,2017-09-03,Active,238855.48,16
6338,ACCT00006338,2332,1,Deposit,2023-02-22,Active,5409.08,23
6339,ACCT00006339,2333,3,Deposit,2020-04-14,Active,29756.48,36
6340,ACCT00006340,2333,5,Deposit,2020-04-23,Active,907.83,36
6341,ACCT00006341,2333,10,Lending,2020-08-11,Active,51296.33,36
6342,ACCT00006342,2334,1,Deposit,2017-08-20,Closed,10542.62,19
6343,ACCT00006343,2334,4,Deposit,2017-11-23,Active,731.02,19
6344,ACCT00006344,2334,5,Deposit,2017-01-19,Active,13800.99,19
6345,ACCT00006345,2335,5,Deposit,2015-06-06,Active,5366.61,23
6346,ACCT00006346,2336,1,Deposit,2019-01-07,Active,8218.92,2
6347,ACCT00006347,2336,1,Deposit,2019-04-06,Active,4956.92,2
6348,ACCT00006348,2337,5,Deposit,2024-01-20,Active,3257.66,25
6349,ACCT00006349,2337,2,Deposit,2024-09-04,Active,18213.53,25
6350,ACCT00006350,2337,2,Deposit,2024-12-18,Dormant,24609.24,25
6351,ACCT00006351,2338,4,Deposit,2024-09-10,Active,15564.0,29
6352,ACCT00006352,2338,2,Deposit,2024-04-09,Dormant,1445.36,29
6353,ACCT00006353,2338,1,Deposit,2024-04-20,Active,23730.56,29
6354,ACCT00006354,2338,4,Deposit,2024-01-22,Active,15221.71,29
6355,ACCT00006355,2339,2,Deposit,2020-02-07,Active,1486.13,38
6356,ACCT00006356,2339,3,Deposit,2020-02-15,Active,15510.98,38
6357,ACCT00006357,2340,3,Deposit,2017-11-19,Active,9735.41,28
6358,ACCT00006358,2340,5,Deposit,2017-12-03,Active,2065.56,28
6359,ACCT00006359,2340,1,Deposit,2017-04-12,Closed,12331.08,28
6360,ACCT00006360,2341,5,Deposit,2017-03-05,Active,59572.74,32
6361,ACCT00006361,2342,2,Deposit,2022-04-12,Active,1368.61,13
6362,ACCT00006362,2342,3,Deposit,2022-08-06,Active,15233.23,13
6363,ACCT00006363,2342,4,Deposit,2022-03-26,Active,3086.37,13
6364,ACCT00006364,2343,2,Deposit,2022-12-23,Active,2279.32,19
6365,ACCT00006365,2343,3,Deposit,2022-06-04,Active,9191.55,19
6366,ACCT00006366,2344,1,Deposit,2019-11-05,Active,7673.06,26
6367,ACCT00006367,2344,1,Deposit,2019-07-17,Active,958.35,26
6368,ACCT00006368,2344,5,Deposit,2019-01-10,Active,1015.05,26
6369,ACCT00006369,2345,4,Deposit,2018-08-18,Active,434.82,5
6370,ACCT00006370,2345,3,Deposit,2018-09-17,Active,4682.49,5
6371,ACCT00006371,2345,10,Lending,2018-02-19,Active,22004.28,5
6372,ACCT00006372,2346,3,Deposit,2018-01-17,Active,4300.27,26
6373,ACCT00006373,2346,4,Deposit,2018-03-13,Active,12541.35,26
6374,ACCT00006374,2347,1,Deposit,2023-04-25,Active,1549.84,1
6375,ACCT00006375,2347,1,Deposit,2023-01-06,Active,40106.72,1
6376,ACCT00006376,2348,4,Deposit,2016-04-01,Active,40030.92,2
6377,ACCT00006377,2348,4,Deposit,2016-11-15,Active,3129.74,2
6378,ACCT00006378,2349,1,Deposit,2015-04-09,Active,10347.89,3
6379,ACCT00006379,2350,1,Deposit,2018-11-03,Dormant,1572.08,18
6380,ACCT00006380,2350,1,Deposit,2018-10-19,Active,3296.03,18
6381,ACCT00006381,2350,5,Deposit,2018-03-27,Active,17635.62,18
6382,ACCT00006382,2350,1,Deposit,2018-02-02,Active,1765.94,18
6383,ACCT00006383,2351,3,Deposit,2024-09-25,Active,12331.71,7
6384,ACCT00006384,2351,3,Deposit,2024-05-01,Active,6116.03,7
6385,ACCT00006385,2352,1,Deposit,2020-04-07,Active,346534.23,13
6386,ACCT00006386,2352,3,Deposit,2020-11-22,Active,3020.22,13
6387,ACCT00006387,2352,3,Deposit,2020-01-18,Active,17125.29,13
6388,ACCT00006388,2352,1,Deposit,2020-09-20,Active,4330.06,13
6389,ACCT00006389,2352,8,Lending,2020-09-10,Active,7749.11,13
6390,ACCT00006390,2353,3,Deposit,2022-08-11,Active,4330.43,29
6391,ACCT00006391,2353,1,Deposit,2022-02-20,Active,41229.35,29
6392,ACCT00006392,2353,3,Deposit,2022-10-26,Active,3601.86,29
6393,ACCT00006393,2353,6,Lending,2022-01-15,Active,18477.5,29
6394,ACCT00006394,2354,2,Deposit,2019-09-20,Active,17152.17,10
6395,ACCT00006395,2354,1,Deposit,2019-12-02,Active,51588.37,10
6396,ACCT00006396,2354,8,Lending,2019-01-03,Active,11023.44,10
6397,ACCT00006397,2355,3,Deposit,2015-12-22,Active,1519.72,18
6398,ACCT00006398,2355,3,Deposit,2015-07-18,Closed,3427.78,18
6399,ACCT00006399,2355,4,Deposit,2015-06-24,Active,1342.61,18
6400,ACCT00006400,2356,3,Deposit,2016-07-06,Active,1449.18,7
6401,ACCT00006401,2356,1,Deposit,2016-06-08,Active,7087.18,7
6402,ACCT00006402,2357,5,Deposit,2019-03-10,Active,7130.99,27
6403,ACCT00006403,2357,4,Deposit,2019-04-01,Active,7669.51,27
6404,ACCT00006404,2357,2,Deposit,2019-10-15,Active,3440.48,27
6405,ACCT00006405,2358,5,Deposit,2015-05-05,Active,60544.36,15
6406,ACCT00006406,2358,3,Deposit,2015-06-17,Active,3599.53,15
6407,ACCT00006407,2358,1,Deposit,2015-10-21,Active,10009.11,15
6408,ACCT00006408,2358,11,Lending,2015-05-10,Active,102179.97,15
6409,ACCT00006409,2359,2,Deposit,2021-12-23,Active,86450.2,19
6410,ACCT00006410,2359,5,Deposit,2021-11-14,Active,8130.9,19
6411,ACCT00006411,2360,5,Deposit,2021-06-15,Active,1087.18,8
6412,ACCT00006412,2360,4,Deposit,2021-03-10,Active,1591.31,8
6413,ACCT00006413,2360,3,Deposit,2021-01-06,Active,4301.73,8
6414,ACCT00006414,2361,5,Deposit,2017-11-12,Active,4171.63,7
6415,ACCT00006415,2361,4,Deposit,2017-12-05,Active,2004.89,7
6416,ACCT00006416,2362,2,Deposit,2020-12-26,Active,1933.02,22
6417,ACCT00006417,2362,10,Lending,2020-08-19,Active,11133.2,22
6418,ACCT00006418,2362,10,Lending,2020-04-06,Active,10349.07,22
6419,ACCT00006419,2363,4,Deposit,2020-05-10,Active,12911.99,39
6420,ACCT00006420,2363,5,Deposit,2020-03-26,Active,9448.49,39
6421,ACCT00006421,2363,1,Deposit,2020-07-06,Active,537.93,39
6422,ACCT00006422,2363,3,Deposit,2020-06-08,Active,929.54,39
6423,ACCT00006423,2364,1,Deposit,2017-11-18,Active,6479.04,22
6424,ACCT00006424,2365,5,Deposit,2017-08-13,Active,982.36,10
6425,ACCT00006425,2365,3,Deposit,2017-10-23,Active,2685.99,10
6426,ACCT00006426,2366,1,Deposit,2024-08-01,Active,19115.27,7
6427,ACCT00006427,2366,5,Deposit,2024-06-21,Active,27970.87,7
6428,ACCT00006428,2367,3,Deposit,2022-09-19,Active,3657.95,17
6429,ACCT00006429,2368,1,Deposit,2015-03-02,Active,1744.49,10
6430,ACCT00006430,2368,4,Deposit,2015-12-03,Active,26886.59,10
6431,ACCT00006431,2369,4,Deposit,2017-05-11,Active,805.65,31
6432,ACCT00006432,2369,2,Deposit,2017-04-04,Active,2079.99,31
6433,ACCT00006433,2370,2,Deposit,2016-10-25,Active,2104.1,18
6434,ACCT00006434,2370,3,Deposit,2016-08-09,Active,6838.51,18
6435,ACCT00006435,2371,2,Deposit,2016-02-08,Active,1769.57,12
6436,ACCT00006436,2371,9,Lending,2016-05-10,Active,28802.75,12
6437,ACCT00006437,2372,4,Deposit,2020-09-06,Active,16721.35,28
6438,ACCT00006438,2372,5,Deposit,2020-03-10,Active,2081.63,28
6439,ACCT00006439,2372,2,Deposit,2020-01-02,Active,1417.93,28
6440,ACCT00006440,2372,12,Lending,2020-07-01,Active,12303.46,28
6441,ACCT00006441,2373,1,Deposit,2021-01-11,Active,6792.76,22
6442,ACCT00006442,2373,3,Deposit,2021-07-04,Closed,5419.05,22
6443,ACCT00006443,2373,2,Deposit,2021-09-06,Active,2951.08,22
6444,ACCT00006444,2374,2,Deposit,2018-06-08,Active,2210.41,36
6445,ACCT00006445,2374,4,Deposit,2018-02-18,Active,3385.37,36
6446,ACCT00006446,2375,4,Deposit,2023-01-02,Active,2064.8,35
6447,ACCT00006447,2375,2,Deposit,2023-08-27,Active,4550.35,35
6448,ACCT00006448,2375,12,Lending,2023-06-15,Active,17537.99,35
6449,ACCT00006449,2376,2,Deposit,2018-01-18,Active,12548.7,38
6450,ACCT00006450,2376,9,Lending,2018-06-25,Active,161900.01,38
6451,ACCT00006451,2376,8,Lending,2018-04-06,Active,151509.4,38
6452,ACCT00006452,2377,5,Deposit,2023-03-19,Active,1490.69,15
6453,ACCT00006453,2377,4,Deposit,2023-04-19,Active,708.75,15
6454,ACCT00006454,2377,2,Deposit,2023-04-17,Active,2613.66,15
6455,ACCT00006455,2377,3,Deposit,2023-08-26,Active,18216.59,15
6456,ACCT00006456,2378,5,Deposit,2018-09-14,Active,1314.13,14
6457,ACCT00006457,2378,5,Deposit,2018-12-08,Active,789.52,14
6458,ACCT00006458,2379,4,Deposit,2020-09-15,Active,3649.62,9
6459,ACCT00006459,2379,5,Deposit,2020-02-23,Active,822.28,9
6460,ACCT00006460,2379,3,Deposit,2020-04-14,Active,7511.0,9
6461,ACCT00006461,2379,5,Deposit,2020-11-13,Active,12721.52,9
6462,ACCT00006462,2379,8,Lending,2020-03-01,Active,8983.12,9
6463,ACCT00006463,2380,4,Deposit,2015-06-21,Active,753.75,9
6464,ACCT00006464,2381,5,Deposit,2022-07-10,Active,21023.79,27
6465,ACCT00006465,2381,2,Deposit,2022-06-24,Active,3221.12,27
6466,ACCT00006466,2381,3,Deposit,2022-03-23,Active,1059.5,27
6467,ACCT00006467,2381,1,Deposit,2022-08-14,Active,3505.29,27
6468,ACCT00006468,2382,5,Deposit,2018-08-03,Active,10695.45,9
6469,ACCT00006469,2382,1,Deposit,2018-12-26,Active,17840.56,9
6470,ACCT00006470,2382,2,Deposit,2018-02-10,Active,756.87,9
6471,ACCT00006471,2383,4,Deposit,2017-08-26,Active,9140.04,2
6472,ACCT00006472,2383,1,Deposit,2017-08-13,Active,10397.57,2
6473,ACCT00006473,2383,3,Deposit,2017-01-06,Active,18088.36,2
6474,ACCT00006474,2384,1,Deposit,2020-03-13,Active,1109.29,7
6475,ACCT00006475,2384,3,Deposit,2020-05-05,Active,6398.1,7
6476,ACCT00006476,2384,7,Lending,2020-06-20,Active,162872.8,7
6477,ACCT00006477,2385,1,Deposit,2016-04-22,Active,14183.13,11
6478,ACCT00006478,2385,5,Deposit,2016-10-17,Active,8383.21,11
6479,ACCT00006479,2385,4,Deposit,2016-09-01,Active,47511.71,11
6480,ACCT00006480,2385,5,Deposit,2016-12-15,Active,7582.78,11
6481,ACCT00006481,2385,11,Lending,2016-10-16,Active,26347.71,11
6482,ACCT00006482,2385,9,Lending,2016-02-03,Active,136054.77,11
6483,ACCT00006483,2386,3,Deposit,2017-04-04,Active,8190.33,6
6484,ACCT00006484,2386,5,Deposit,2017-05-07,Active,8395.29,6
6485,ACCT00006485,2386,8,Lending,2017-02-05,Active,50361.75,6
6486,ACCT00006486,2387,5,Deposit,2016-02-17,Dormant,24296.36,27
6487,ACCT00006487,2387,3,Deposit,2016-11-14,Active,10416.93,27
6488,ACCT00006488,2387,6,Lending,2016-08-01,Active,26929.61,27
6489,ACCT00006489,2388,2,Deposit,2017-08-18,Active,9105.19,9
6490,ACCT00006490,2388,3,Deposit,2017-12-02,Active,11106.38,9
6491,ACCT00006491,2389,3,Deposit,2019-10-01,Active,861.49,22
6492,ACCT00006492,2389,2,Deposit,2019-05-14,Active,12799.5,22
6493,ACCT00006493,2390,4,Deposit,2015-02-14,Active,5723.98,10
6494,ACCT00006494,2390,5,Deposit,2015-11-21,Active,9036.73,10
6495,ACCT00006495,2391,2,Deposit,2015-09-08,Active,1573.86,33
6496,ACCT00006496,2391,5,Deposit,2015-06-19,Active,8000.51,33
6497,ACCT00006497,2391,3,Deposit,2015-12-04,Active,3694.84,33
6498,ACCT00006498,2391,4,Deposit,2015-10-24,Active,7044.45,33
6499,ACCT00006499,2392,3,Deposit,2015-11-20,Active,2884.43,30
6500,ACCT00006500,2392,2,Deposit,2015-09-05,Active,999.37,30
6501,ACCT00006501,2392,9,Lending,2015-12-06,Active,3312.18,30
6502,ACCT00006502,2393,3,Deposit,2019-01-12,Active,10720.73,20
6503,ACCT00006503,2393,5,Deposit,2019-03-25,Active,25890.12,20
6504,ACCT00006504,2393,4,Deposit,2019-12-17,Active,16356.16,20
6505,ACCT00006505,2393,11,Lending,2019-12-23,Active,22392.03,20
6506,ACCT00006506,2393,8,Lending,2019-11-26,Active,143989.16,20
6507,ACCT00006507,2394,1,Deposit,2021-03-12,Active,5905.01,6
6508,ACCT00006508,2394,5,Deposit,2021-07-03,Active,6501.13,6
6509,ACCT00006509,2394,12,Lending,2021-12-16,Active,25707.68,6
6510,ACCT00006510,2395,2,Deposit,2021-01-20,Active,27386.74,14
6511,ACCT00006511,2395,5,Deposit,2021-03-10,Active,5223.14,14
6512,ACCT00006512,2396,4,Deposit,2024-05-20,Active,1039.38,26
6513,ACCT00006513,2397,5,Deposit,2023-12-27,Active,6182.19,30
6514,ACCT00006514,2397,5,Deposit,2023-01-11,Active,1530.42,30
6515,ACCT00006515,2397,1,Deposit,2023-03-19,Dormant,4331.81,30
6516,ACCT00006516,2397,11,Lending,2023-05-21,Active,22338.54,30
6517,ACCT00006517,2398,2,Deposit,2020-01-12,Active,20720.69,26
6518,ACCT00006518,2398,2,Deposit,2020-01-10,Closed,7875.7,26
6519,ACCT00006519,2398,4,Deposit,2020-12-26,Active,6730.49,26
6520,ACCT00006520,2398,12,Lending,2020-03-26,Active,40352.8,26
6521,ACCT00006521,2399,4,Deposit,2017-06-10,Active,7105.0,28
6522,ACCT00006522,2399,1,Deposit,2017-09-02,Active,1383.91,28
6523,ACCT00006523,2400,4,Deposit,2019-10-22,Active,3070.76,5
6524,ACCT00006524,2400,1,Deposit,2019-07-01,Active,32375.06,5
6525,ACCT00006525,2401,2,Deposit,2024-05-25,Active,31578.15,2
6526,ACCT00006526,2401,9,Lending,2024-10-03,Active,102993.87,2
6527,ACCT00006527,2401,12,Lending,2024-05-07,Closed,13939.69,2
6528,ACCT00006528,2402,4,Deposit,2019-08-08,Active,645.66,7
6529,ACCT00006529,2402,1,Deposit,2019-09-01,Active,10043.64,7
6530,ACCT00006530,2402,3,Deposit,2019-11-08,Active,15140.81,7
6531,ACCT00006531,2403,4,Deposit,2018-03-08,Active,8873.19,20
6532,ACCT00006532,2403,2,Deposit,2018-01-20,Active,5991.4,20
6533,ACCT00006533,2404,2,Deposit,2023-08-14,Dormant,6706.97,3
6534,ACCT00006534,2404,5,Deposit,2023-04-25,Active,1672.37,3
6535,ACCT00006535,2405,2,Deposit,2019-02-11,Active,1817.95,37
6536,ACCT00006536,2405,2,Deposit,2019-10-24,Active,3446.19,37
6537,ACCT00006537,2406,1,Deposit,2024-03-08,Active,2946.07,3
6538,ACCT00006538,2406,4,Deposit,2024-10-16,Active,1039.83,3
6539,ACCT00006539,2406,7,Lending,2024-07-10,Active,11378.76,3
6540,ACCT00006540,2407,3,Deposit,2020-06-13,Dormant,23391.53,1
6541,ACCT00006541,2408,4,Deposit,2019-12-16,Active,2349.96,13
6542,ACCT00006542,2408,5,Deposit,2019-07-14,Active,21737.06,13
6543,ACCT00006543,2408,6,Lending,2019-08-02,Active,37911.89,13
6544,ACCT00006544,2409,5,Deposit,2021-07-27,Active,65615.56,9
6545,ACCT00006545,2409,4,Deposit,2021-02-16,Active,7097.13,9
6546,ACCT00006546,2409,2,Deposit,2021-07-01,Active,7110.45,9
6547,ACCT00006547,2410,4,Deposit,2020-03-07,Active,7905.41,33
6548,ACCT00006548,2410,4,Deposit,2020-04-22,Active,4121.21,33
6549,ACCT00006549,2411,3,Deposit,2023-03-19,Active,5247.96,2
6550,ACCT00006550,2412,5,Deposit,2021-08-25,Active,16903.57,3
6551,ACCT00006551,2412,4,Deposit,2021-02-27,Active,3113.02,3
6552,ACCT00006552,2412,2,Deposit,2021-01-22,Active,2115.86,3
6553,ACCT00006553,2413,2,Deposit,2017-07-05,Active,1737.07,30
6554,ACCT00006554,2413,1,Deposit,2017-10-03,Active,5779.5,30
6555,ACCT00006555,2414,2,Deposit,2016-10-21,Active,3433.26,14
6556,ACCT00006556,2414,2,Deposit,2016-05-25,Active,1180.49,14
6557,ACCT00006557,2414,1,Deposit,2016-05-07,Active,4371.3,14
6558,ACCT00006558,2415,1,Deposit,2017-05-03,Active,6233.65,39
6559,ACCT00006559,2415,5,Deposit,2017-09-27,Active,50714.11,39
6560,ACCT00006560,2415,1,Deposit,2017-11-03,Active,1131.67,39
6561,ACCT00006561,2416,4,Deposit,2020-04-24,Active,6352.46,22
6562,ACCT00006562,2416,2,Deposit,2020-02-16,Active,2334.41,22
6563,ACCT00006563,2417,1,Deposit,2020-01-11,Active,20063.8,3
6564,ACCT00006564,2418,2,Deposit,2018-12-27,Dormant,3597.3,39
6565,ACCT00006565,2418,5,Deposit,2018-04-20,Active,1907.13,39
6566,ACCT00006566,2419,5,Deposit,2017-10-19,Active,39934.05,32
6567,ACCT00006567,2419,5,Deposit,2017-04-14,Active,10143.02,32
6568,ACCT00006568,2420,3,Deposit,2015-11-27,Active,2554.84,36
6569,ACCT00006569,2420,2,Deposit,2015-09-03,Active,41384.64,36
6570,ACCT00006570,2420,4,Deposit,2015-05-09,Active,841.72,36
6571,ACCT00006571,2421,5,Deposit,2022-05-13,Active,74704.07,21
6572,ACCT00006572,2421,3,Deposit,2022-09-11,Active,5948.51,21
6573,ACCT00006573,2421,5,Deposit,2022-05-09,Active,14875.88,21
6574,ACCT00006574,2421,4,Deposit,2022-11-15,Dormant,10248.92,21
6575,ACCT00006575,2422,4,Deposit,2019-04-14,Active,2801.19,18
6576,ACCT00006576,2422,2,Deposit,2019-05-19,Active,12627.61,18
6577,ACCT00006577,2422,1,Deposit,2019-01-09,Active,4821.24,18
6578,ACCT00006578,2422,6,Lending,2019-03-16,Active,19468.94,18
6579,ACCT00006579,2423,5,Deposit,2020-12-18,Active,2889.78,5
6580,ACCT00006580,2423,3,Deposit,2020-05-16,Active,11941.24,5
6581,ACCT00006581,2424,5,Deposit,2022-12-07,Active,1827.86,17
6582,ACCT00006582,2424,2,Deposit,2022-09-12,Active,3042.99,17
6583,ACCT00006583,2424,3,Deposit,2022-07-25,Active,11308.68,17
6584,ACCT00006584,2424,6,Lending,2022-09-13,Active,21625.93,17
6585,ACCT00006585,2424,7,Lending,2022-08-22,Active,14151.88,17
6586,ACCT00006586,2425,3,Deposit,2017-09-21,Active,906.63,32
6587,ACCT00006587,2425,4,Deposit,2017-05-15,Active,5679.0,32
6588,ACCT00006588,2425,8,Lending,2017-08-05,Active,20961.03,32
6589,ACCT00006589,2426,4,Deposit,2020-08-04,Active,7488.25,27
6590,ACCT00006590,2426,1,Deposit,2020-06-04,Active,2625.22,27
6591,ACCT00006591,2427,2,Deposit,2017-06-05,Active,1675.03,33
6592,ACCT00006592,2427,2,Deposit,2017-10-10,Active,430.43,33
6593,ACCT00006593,2428,2,Deposit,2020-02-12,Active,42744.34,27
6594,ACCT00006594,2428,5,Deposit,2020-03-08,Active,5449.88,27
6595,ACCT00006595,2429,4,Deposit,2022-04-24,Active,17624.31,3
6596,ACCT00006596,2429,2,Deposit,2022-05-10,Active,572.91,3
6597,ACCT00006597,2430,1,Deposit,2015-12-27,Active,4747.36,36
6598,ACCT00006598,2430,12,Lending,2015-09-03,Closed,45745.77,36
6599,ACCT00006599,2430,10,Lending,2015-04-25,Active,23079.96,36
6600,ACCT00006600,2431,1,Deposit,2017-03-20,Active,39298.36,25
6601,ACCT00006601,2431,4,Deposit,2017-08-01,Active,2751.61,25
6602,ACCT00006602,2431,6,Lending,2017-12-25,Active,33565.6,25
6603,ACCT00006603,2432,3,Deposit,2024-01-21,Active,12460.18,15
6604,ACCT00006604,2432,4,Deposit,2024-09-02,Closed,4457.87,15
6605,ACCT00006605,2432,3,Deposit,2024-12-09,Active,5910.86,15
6606,ACCT00006606,2432,1,Deposit,2024-01-10,Active,9234.57,15
6607,ACCT00006607,2433,5,Deposit,2022-04-19,Active,20705.61,23
6608,ACCT00006608,2433,5,Deposit,2022-12-11,Active,1894.27,23
6609,ACCT00006609,2433,1,Deposit,2022-12-07,Active,16067.62,23
6610,ACCT00006610,2433,11,Lending,2022-09-22,Active,8373.07,23
6611,ACCT00006611,2434,4,Deposit,2022-06-16,Dormant,26549.2,30
6612,ACCT00006612,2434,3,Deposit,2022-08-02,Active,1561.63,30
6613,ACCT00006613,2435,1,Deposit,2016-07-21,Active,19583.46,7
6614,ACCT00006614,2435,1,Deposit,2016-03-27,Active,23017.57,7
6615,ACCT00006615,2435,1,Deposit,2016-09-16,Active,5368.72,7
6616,ACCT00006616,2435,1,Deposit,2016-06-09,Active,1748.61,7
6617,ACCT00006617,2436,1,Deposit,2021-06-01,Active,19965.27,22
6618,ACCT00006618,2436,12,Lending,2021-01-27,Active,29477.3,22
6619,ACCT00006619,2437,4,Deposit,2020-05-06,Active,13120.59,32
6620,ACCT00006620,2437,4,Deposit,2020-03-18,Active,13132.48,32
6621,ACCT00006621,2438,2,Deposit,2022-07-07,Active,6445.8,30
6622,ACCT00006622,2438,11,Lending,2022-08-25,Closed,2819.93,30
6623,ACCT00006623,2439,2,Deposit,2023-10-27,Closed,8772.34,10
6624,ACCT00006624,2439,7,Lending,2023-03-01,Active,24149.62,10
6625,ACCT00006625,2440,4,Deposit,2020-09-27,Active,10491.83,39
6626,ACCT00006626,2440,3,Deposit,2020-01-02,Active,2674.95,39
6627,ACCT00006627,2440,3,Deposit,2020-07-06,Active,29147.53,39
6628,ACCT00006628,2441,1,Deposit,2015-05-06,Active,1972.67,28
6629,ACCT00006629,2442,3,Deposit,2018-11-19,Active,6844.01,2
6630,ACCT00006630,2442,8,Lending,2018-04-06,Active,27528.67,2
6631,ACCT00006631,2443,5,Deposit,2019-03-04,Active,42829.64,12
6632,ACCT00006632,2443,5,Deposit,2019-10-26,Active,12536.31,12
6633,ACCT00006633,2443,1,Deposit,2019-09-07,Active,3061.02,12
6634,ACCT00006634,2444,3,Deposit,2017-10-17,Active,3503.0,26
6635,ACCT00006635,2445,3,Deposit,2019-01-23,Active,2531.34,27
6636,ACCT00006636,2445,9,Lending,2019-10-14,Closed,172130.39,27
6637,ACCT00006637,2446,3,Deposit,2018-12-27,Active,4829.55,12
6638,ACCT00006638,2446,3,Deposit,2018-08-01,Active,7037.29,12
6639,ACCT00006639,2446,5,Deposit,2018-12-13,Closed,4321.23,12
6640,ACCT00006640,2446,7,Lending,2018-09-07,Active,44580.02,12
6641,ACCT00006641,2447,3,Deposit,2016-12-13,Dormant,1315.12,20
6642,ACCT00006642,2447,3,Deposit,2016-01-25,Active,413.51,20
6643,ACCT00006643,2448,5,Deposit,2018-06-20,Active,902.59,31
6644,ACCT00006644,2448,1,Deposit,2018-06-21,Active,2733.84,31
6645,ACCT00006645,2448,10,Lending,2018-07-19,Active,18376.26,31
6646,ACCT00006646,2449,5,Deposit,2023-01-01,Active,582.01,28
6647,ACCT00006647,2449,4,Deposit,2023-11-07,Active,9127.4,28
6648,ACCT00006648,2449,1,Deposit,2023-07-14,Active,10127.03,28
6649,ACCT00006649,2449,3,Deposit,2023-02-05,Active,128449.11,28
6650,ACCT00006650,2449,7,Lending,2023-06-18,Dormant,25652.74,28
6651,ACCT00006651,2450,1,Deposit,2024-04-04,Active,7405.15,36
6652,ACCT00006652,2450,4,Deposit,2024-08-08,Active,17974.65,36
6653,ACCT00006653,2451,4,Deposit,2018-01-01,Active,2443.24,38
6654,ACCT00006654,2451,1,Deposit,2018-11-18,Active,2448.14,38
6655,ACCT00006655,2451,7,Lending,2018-08-15,Active,32483.12,38
6656,ACCT00006656,2451,12,Lending,2018-02-24,Active,38567.66,38
6657,ACCT00006657,2452,4,Deposit,2017-01-20,Active,389.06,21
6658,ACCT00006658,2452,2,Deposit,2017-11-15,Active,5595.99,21
6659,ACCT00006659,2452,8,Lending,2017-08-16,Active,2560.3,21
6660,ACCT00006660,2453,4,Deposit,2017-07-14,Active,6010.69,32
6661,ACCT00006661,2453,5,Deposit,2017-04-12,Active,5399.47,32
6662,ACCT00006662,2453,7,Lending,2017-02-25,Active,17087.22,32
6663,ACCT00006663,2453,9,Lending,2017-01-03,Active,40922.52,32
6664,ACCT00006664,2454,2,Deposit,2016-11-03,Active,2874.68,27
6665,ACCT00006665,2454,2,Deposit,2016-10-22,Active,8362.43,27
6666,ACCT00006666,2455,5,Deposit,2023-02-14,Active,604.71,29
